Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDV08,7.35,Low Fat,28.571.132,Fruits and Vegetables,408.454,OUT013,1987,High,Tier 3,Supermarket Type1,5.872.356
FDF38,11.8,Regular,2.633.607,Canned,406.138,OUT013,1987,High,Tier 3,Supermarket Type1,406.138
NCP30,20.5,Low Fat,32.741.422,Household,404.822,OUT013,1987,High,Tier 3,Supermarket Type1,589.233
FDR36,6.715,Regular,121.485.195,Baking Goods,402.454,OUT013,1987,High,Tier 3,Supermarket Type1,5.872.356
FDA13,15.85,Low Fat,78.489.577,Canned,399.506,OUT013,1987,High,Tier 3,Supermarket Type1,6.451.602
FDL52,6.635,Regular,0,Frozen Foods,397.506,OUT013,1987,High,Tier 3,Supermarket Type1,3.036.048
NCM30,19.1,LF,67.239.404,Household,396.796,OUT013,1987,High,Tier 3,Supermarket Type1,6.604.736
FDT20,10.5,Low Fat,41.360.997,Fruits and Vegetables,395.164,OUT013,1987,High,Tier 3,Supermarket Type1,9.267.936
FDM60,10.8,Regular,0,Baking Goods,393.138,OUT013,1987,High,Tier 3,Supermarket Type1,1.015.345
FDF09,6.215,Low Fat,12.138.795,Fruits and Vegetables,392.848,OUT013,1987,High,Tier 3,Supermarket Type1,5.219.872
DRJ59,11.65,low fat,19.356.132,Hard Drinks,391.164,OUT013,1987,High,Tier 3,Supermarket Type1,3.089.312
FDD08,8.3,Low Fat,3.532.494,Fruits and Vegetables,389.506,OUT013,1987,High,Tier 3,Supermarket Type1,7.210.614
DRF03,19.1,Low Fat,45.270.426,Dairy,388.138,OUT013,1987,High,Tier 3,Supermarket Type1,7.310.484
DRB48,16.75,Regular,24.832.806,Soft Drinks,387.822,OUT013,1987,High,Tier 3,Supermarket Type1,6.677.974
FDE32,20.7,Low Fat,48.718.334,Fruits and Vegetables,387.506,OUT013,1987,High,Tier 3,Supermarket Type1,2.277.036
NCD42,16.5,Low Fat,12.627.329,Health and Hygiene,387.506,OUT013,1987,High,Tier 3,Supermarket Type1,759.012
FDQ20,8.325,Low Fat,29.760.052,Fruits and Vegetables,387.138,OUT013,1987,High,Tier 3,Supermarket Type1,2.842.966
FDR43,18.2,Low Fat,161.355.122,Fruits and Vegetables,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,585.904
FDS40,15.35,Low Fat,14.007.727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,292.952
DRN35,08.01,Low Fat,70.189.131,Hard Drinks,379.532,OUT013,1987,High,Tier 3,Supermarket Type1,8.269.236
FDX40,12.85,Low Fat,98.910.759,Frozen Foods,376.164,OUT013,1987,High,Tier 3,Supermarket Type1,3.089.312
FDT36,12.3,Low Fat,0,Baking Goods,372.874,OUT013,1987,High,Tier 3,Supermarket Type1,705.748
FDW23,5.765,Low Fat,81.944.045,Baking Goods,367.164,OUT013,1987,High,Tier 3,Supermarket Type1,8.495.608
DRF25,9,Low Fat,38.892.859,Soft Drinks,36.119,OUT013,1987,High,Tier 3,Supermarket Type1,1098.57
NCF55,6.675,Low Fat,21.648.305,Household,356.874,OUT013,1987,High,Tier 3,Supermarket Type1,9.527.598
FDU10,10.1,Regular,45.653.999,Snack Foods,356.848,OUT013,1987,High,Tier 3,Supermarket Type1,6.338.416
NCO06,19.25,Low Fat,107.940.533,Household,355.558,OUT013,1987,High,Tier 3,Supermarket Type1,3.056.022
NCN53,5.175,Low Fat,30.330.202,Health and Hygiene,354.874,OUT013,1987,High,Tier 3,Supermarket Type1,3.881.614
NCE31,7.67,Low Fat,184.689.756,Household,354.216,OUT013,1987,High,Tier 3,Supermarket Type1,4.500.808
NCA06,20.5,Low Fat,143.164.371,Household,34.919,OUT013,1987,High,Tier 3,Supermarket Type1,73.238
FDU15,13.65,Regular,26.579.951,Meat,347.532,OUT013,1987,High,Tier 3,Supermarket Type1,6.831.108
FDE59,12.15,Low Fat,62.235.983,Starchy Foods,345.532,OUT013,1987,High,Tier 3,Supermarket Type1,359.532
FDJ45,17.75,Low Fat,73.349.552,Seafood,342.216,OUT013,1987,High,Tier 3,Supermarket Type1,9.347.832
FDV28,16.1,Regular,159.595.473,Frozen Foods,328.558,OUT013,1987,High,Tier 3,Supermarket Type1,339.558
FDV16,7.75,Regular,82.861.686,Frozen Foods,326.558,OUT013,1987,High,Tier 3,Supermarket Type1,679.116
FDU21,11.8,reg,7.665.661,Snack Foods,323.558,OUT013,1987,High,Tier 3,Supermarket Type1,169.779
FDX59,10.195,Low Fat,51.618.281,Breads,319.558,OUT013,1987,High,Tier 3,Supermarket Type1,3.735.138
DRK12,9.5,Low Fat,41.851.461,Soft Drinks,31.49,OUT013,1987,High,Tier 3,Supermarket Type1,466.06
FDS13,,Low Fat,21.799.414,Canned,2.665.884,OUT019,1985,Small,Tier 1,Grocery Store,1.324.942
NCM05,,Low Fat,104.784.329,Health and Hygiene,2.660.226,OUT019,1985,Small,Tier 1,Grocery Store,5.286.452
FDK51,,Low Fat,5.209.791,Dairy,2.652.884,OUT027,1985,Medium,Tier 3,Supermarket Type3,31.798.608
NCS29,,Low Fat,121.765.124,Health and Hygiene,2.641.884,OUT019,1985,Small,Tier 1,Grocery Store,2.649.884
FDY02,,Regular,153.456.703,Dairy,264.091,OUT019,1985,Small,Tier 1,Grocery Store,262.991
NCS29,,LF,69.208.684,Health and Hygiene,2.640.884,OUT027,1985,Medium,Tier 3,Supermarket Type3,45.048.028
FDY02,,Regular,87.221.497,Dairy,263.991,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.467.676
FDU12,,Regular,132.630.345,Baking Goods,2.638.568,OUT019,1985,Small,Tier 1,Grocery Store,7.909.704
FDR25,,Regular,138.846.289,Canned,2.637.884,OUT027,1985,Medium,Tier 3,Supermarket Type3,1.324.942
NCM05,,Low Fat,59.557.164,Health and Hygiene,2.637.226,OUT027,1985,Medium,Tier 3,Supermarket Type3,68.723.876
FDR59,,Regular,63.554.289,Breads,2.636.594,OUT027,1985,Medium,Tier 3,Supermarket Type3,34.015.722
NCS06,,Low Fat,55.566.935,Household,263.591,OUT019,1985,Small,Tier 1,Grocery Store,262.991
FDK40,,Low Fat,21.743.592,Frozen Foods,263.191,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.574.775
FDI15,,Low Fat,24.749.009,Dairy,2.631.884,OUT019,1985,Small,Tier 1,Grocery Store,5.299.768
NCB31,,Low Fat,118.099.673,Household,262.891,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.522.811
FDO09,,Regular,0,Snack Foods,262.891,OUT019,1985,Small,Tier 1,Grocery Store,788.973
FDU12,,Regular,75.384.242,Baking Goods,2.627.568,OUT027,1985,Medium,Tier 3,Supermarket Type3,76.460.472
FDV49,,Low Fat,25.702.129,Canned,2.626.226,OUT027,1985,Medium,Tier 3,Supermarket Type3,71.367.102
NCB31,,Low Fat,207.783.483,Household,262.291,OUT019,1985,Small,Tier 1,Grocery Store,525.982
FDF05,,Low Fat,26.740.767,Frozen Foods,261.291,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.522.811
DRF37,,Low Fat,0,Soft Drinks,261.291,OUT019,1985,Small,Tier 1,Grocery Store,788.973
FDO09,,Regular,124.668.026,Snack Foods,261.091,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.522.811
NCS06,,Low Fat,31.583.053,Household,260.991,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.100.757
FDU55,,Low Fat,35.737.373,Fruits and Vegetables,2.606.278,OUT027,1985,Medium,Tier 3,Supermarket Type3,93.718.008
FDS26,,Low Fat,89.035.961,Dairy,2.605.594,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.158.079
FDA04,,Regular,66.406.853,Frozen Foods,2.597.962,OUT027,1985,Medium,Tier 3,Supermarket Type3,56.979.164
FDR09,,Low Fat,77.348.214,Snack Foods,2.597.962,OUT027,1985,Medium,Tier 3,Supermarket Type3,80.288.822
FDC02,,Low Fat,68.489.201,Canned,2.593.278,OUT027,1985,Medium,Tier 3,Supermarket Type3,41.652.448
FDQ11,,Regular,67.373.081,Breads,2.588.988,OUT027,1985,Medium,Tier 3,Supermarket Type3,30.839.856
NCQ29,,Low Fat,182.493.512,Health and Hygiene,2.588.278,OUT019,1985,Small,Tier 1,Grocery Store,10.413.112
FDT16,,Regular,48.426.708,Frozen Foods,2.587.278,OUT027,1985,Medium,Tier 3,Supermarket Type3,54.668.838
FDF04,,Low Fat,23.876.708,Frozen Foods,2.586.304,OUT019,1985,Small,Tier 1,Grocery Store,5.166.608
FDY55,,LF,0,Fruits and Vegetables,2.583.988,OUT019,1985,Small,Tier 1,Grocery Store,2.569.988
FDL57,,Regular,117.442.838,Snack Foods,2.577.304,OUT019,1985,Small,Tier 1,Grocery Store,7.749.912
FDT07,,Regular,76.944.658,Fruits and Vegetables,257.133,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.433.657
FDB52,,Low Fat,30.288.215,Dairy,2.567.672,OUT027,1985,Medium,Tier 3,Supermarket Type3,43.463.424
FDQ11,,Regular,118.535.581,Breads,2.563.988,OUT019,1985,Small,Tier 1,Grocery Store,2.569.988
FDP33,,Low Fat,156.304.192,Snack Foods,2.563.672,OUT019,1985,Small,Tier 1,Grocery Store,2.556.672
FDM21,,Low Fat,64.052.392,Snack Foods,2.561.646,OUT027,1985,Medium,Tier 3,Supermarket Type3,74.722.734
FDK28,,Low Fat,65.272.284,Frozen Foods,2.561.646,OUT027,1985,Medium,Tier 3,Supermarket Type3,33.496.398
NCG06,,Low Fat,2.930.277,Household,2.561.646,OUT027,1985,Medium,Tier 3,Supermarket Type3,59.262.858
FDT07,,Regular,135.375.727,Fruits and Vegetables,256.133,OUT019,1985,Small,Tier 1,Grocery Store,256.333
FDY45,,Low Fat,26.015.519,Snack Foods,2.558.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,2.543.356
FDY55,,Low Fat,0,Fruits and Vegetables,2.557.988,OUT027,1985,Medium,Tier 3,Supermarket Type3,92.519.568
FDP15,,Low Fat,83.536.071,Meat,255.433,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.227.988
FDD29,,Low Fat,18.321.361,Frozen Foods,2.553.698,OUT027,1985,Medium,Tier 3,Supermarket Type3,48.197.262
NCZ06,,Low Fat,164.864.915,Household,2.552.698,OUT019,1985,Small,Tier 1,Grocery Store,7.610.094
FDK03,,Regular,73.562.475,Dairy,2.549.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,81.387.392
FDD11,,Low Fat,3.046.847,Starchy Foods,254.704,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.036.048
NCL55,,Low Fat,113.212.516,Others,254.604,OUT019,1985,Small,Tier 1,Grocery Store,759.012
FDP33,,Low Fat,88.839.949,Snack Foods,2.542.672,OUT027,1985,Medium,Tier 3,Supermarket Type3,109.936.896
NCQ06,,Low Fat,73.229.342,Household,2.541.014,OUT019,1985,Small,Tier 1,Grocery Store,2.550.014
NCZ06,,Low Fat,9.370.568,Household,2.538.698,OUT027,1985,Medium,Tier 3,Supermarket Type3,32.977.074
NCQ06,,Low Fat,41.621.987,Household,2.536.014,OUT027,1985,Medium,Tier 3,Supermarket Type3,66.300.364
FDT37,,Low Fat,61.753.511,Canned,2.533.014,OUT019,1985,Small,Tier 1,Grocery Store,5.100.028
FDZ20,,Low Fat,0,Fruits and Vegetables,2.530.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,11.445.102
NCZ18,,Low Fat,325.780.807,Household,2.527.698,OUT019,1985,Small,Tier 1,Grocery Store,7.610.094
FDI46,,Low Fat,73.985.248,Snack Foods,2.525.724,OUT027,1985,Medium,Tier 3,Supermarket Type3,32.717.412
FDP45,,Regular,30.476.541,Snack Foods,2.522.724,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.033.448
DRK23,,Low Fat,71.628.097,Hard Drinks,251.904,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.301.068
FDN38,,Regular,161.030.847,Canned,2.512.408,OUT019,1985,Small,Tier 1,Grocery Store,10.013.632
FDN03,,Regular,26.420.581,Meat,2.509.408,OUT019,1985,Small,Tier 1,Grocery Store,10.013.632
FDF40,,Regular,22.403.117,Dairy,2.509.092,OUT027,1985,Medium,Tier 3,Supermarket Type3,82.173.036
NCR38,,Low Fat,19.875.618,Household,2.507.724,OUT019,1985,Small,Tier 1,Grocery Store,2.516.724
FDQ24,,Low Fat,12.898.088,Baking Goods,2.504.724,OUT019,1985,Small,Tier 1,Grocery Store,2.516.724
FDA15,,Low Fat,15.944.801,Dairy,2.495.092,OUT027,1985,Medium,Tier 3,Supermarket Type3,64.742.392
FDX13,,Low Fat,47.551.568,Canned,2.491.092,OUT027,1985,Medium,Tier 3,Supermarket Type3,82.173.036
FDQ52,,Low Fat,118.806.857,Frozen Foods,2.488.434,OUT027,1985,Medium,Tier 3,Supermarket Type3,67.052.718
FDO11,,Regular,30.118.338,Breads,2.488.092,OUT027,1985,Medium,Tier 3,Supermarket Type3,34.861.288
FDT21,,Low Fat,0,Snack Foods,2.488.092,OUT027,1985,Medium,Tier 3,Supermarket Type3,64.742.392
NCX30,,LF,46.609.281,Household,2.486.776,OUT019,1985,Small,Tier 1,Grocery Store,4.953.552
FDN03,,Regular,15.016.891,Meat,2.486.408,OUT027,1985,Medium,Tier 3,Supermarket Type3,67.592.016
FDU14,,Low Fat,34.584.356,Dairy,248.375,OUT027,1985,Medium,Tier 3,Supermarket Type3,10.236.675
FDF41,,Low Fat,130.544.568,Frozen Foods,248.046,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.883.072
FDF40,,Regular,3.941.584,Dairy,2.478.092,OUT019,1985,Small,Tier 1,Grocery Store,4.980.184
FDB05,,Low Fat,145.669.556,Frozen Foods,2.472.776,OUT019,1985,Small,Tier 1,Grocery Store,7.430.328
NCX30,,Low Fat,26.491.715,Household,2.472.776,OUT027,1985,Medium,Tier 3,Supermarket Type3,6191.94
FDW55,,Regular,21.863.506,Fruits and Vegetables,2.470.092,OUT027,1985,Medium,Tier 3,Supermarket Type3,54.782.024
FDJ48,,Low Fat,56.161.529,Baking Goods,2.469.118,OUT027,1985,Medium,Tier 3,Supermarket Type3,56.812.714
FDG17,,Regular,35.666.655,Frozen Foods,2.462.486,OUT027,1985,Medium,Tier 3,Supermarket Type3,80.635.038
FDB05,,Low Fat,8.279.545,Frozen Foods,2.458.776,OUT027,1985,Medium,Tier 3,Supermarket Type3,47.058.744
NCH06,,Low Fat,76.183.667,Household,245.646,OUT027,1985,Medium,Tier 3,Supermarket Type3,3695.19
FDL08,,Low Fat,49.478.259,Fruits and Vegetables,2.454.144,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.675.216
NCH18,,Low Fat,44.444.956,Household,2.452.802,OUT027,1985,Medium,Tier 3,Supermarket Type3,100.728.882
FDM20,,LF,0,Fruits and Vegetables,2.450.144,OUT027,1985,Medium,Tier 3,Supermarket Type3,31.851.872
NCI30,,Low Fat,103.188.491,Household,244.346,OUT019,1985,Small,Tier 1,Grocery Store,246.346
FDW34,,Low Fat,35.406.842,Snack Foods,244.317,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.262.578
FDB21,,Low Fat,0,Fruits and Vegetables,2.429.854,OUT027,1985,Medium,Tier 3,Supermarket Type3,67.671.912
FDI19,,Low Fat,52.085.615,Meat,2.428.512,OUT027,1985,Medium,Tier 3,Supermarket Type3,58.164.288
DRG49,,Low Fat,67.128.641,Soft Drinks,2.428.486,OUT027,1985,Medium,Tier 3,Supermarket Type3,34.208.804
FDQ19,,Regular,14.295.564,Fruits and Vegetables,2.426.512,OUT027,1985,Medium,Tier 3,Supermarket Type3,12117.56
FDW34,,Low Fat,62.294.473,Snack Foods,242.417,OUT019,1985,Small,Tier 1,Grocery Store,486.034
FDC04,,Low Fat,44.767.801,Dairy,2.418.854,OUT027,1985,Medium,Tier 3,Supermarket Type3,45.920.226
FDS44,,Regular,15.528.831,Fruits and Vegetables,2.417.538,OUT027,1985,Medium,Tier 3,Supermarket Type3,91.334.444
FDN09,,low fat,34.705.807,Snack Foods,2.416.828,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.873.656
FDC04,,Low Fat,78.764.059,Dairy,2.413.854,OUT019,1985,Small,Tier 1,Grocery Store,4.833.708
FDZ43,,Regular,56.782.237,Fruits and Vegetables,2.412.512,OUT027,1985,Medium,Tier 3,Supermarket Type3,82.399.408
FDA38,,Low Fat,4.461.205,Dairy,2.411.538,OUT019,1985,Small,Tier 1,Grocery Store,4.807.076
FDB37,,Regular,22.829.734,Baking Goods,2.410.538,OUT027,1985,Medium,Tier 3,Supermarket Type3,45.667.222
FDS44,,Regular,27.321.283,Fruits and Vegetables,2.409.538,OUT019,1985,Small,Tier 1,Grocery Store,4.807.076
FDR45,,Low Fat,0,Snack Foods,2.406.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,43.023.996
NCJ31,,LF,181.769.264,Others,2.406.196,OUT027,1985,Medium,Tier 3,Supermarket Type3,45.793.724
FDK34,,Low Fat,38.340.116,Snack Foods,2.401.564,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.150.692
FDQ03,,Regular,136.592.891,Meat,2.380.248,OUT019,1985,Small,Tier 1,Grocery Store,7.110.744
NCW18,,Low Fat,59.037.538,Household,2.377.248,OUT027,1985,Medium,Tier 3,Supermarket Type3,26.072.728
FDZ26,,Regular,143.319.995,Dairy,2.375.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.170.666
FDU43,,Regular,57.762.301,Fruits and Vegetables,2.373.564,OUT027,1985,Medium,Tier 3,Supermarket Type3,21.452.076
FDT57,,Low Fat,18.942.606,Snack Foods,2.360.248,OUT027,1985,Medium,Tier 3,Supermarket Type3,66.366.944
NCP53,,Low Fat,32.731.074,Health and Hygiene,2.356.906,OUT027,1985,Medium,Tier 3,Supermarket Type3,57.045.744
NCQ53,,low fat,18.813.776,Health and Hygiene,235.259,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.672.616
NCE42,,Low Fat,1.055.095,Household,2.349.958,OUT027,1985,Medium,Tier 3,Supermarket Type3,130.869.648
FDX31,,Regular,0,Fruits and Vegetables,2.347.958,OUT019,1985,Small,Tier 1,Grocery Store,4.673.916
FDG60,,Low Fat,60.405.784,Baking Goods,2.345.616,OUT027,1985,Medium,Tier 3,Supermarket Type3,67.964.864
DRK59,,Low Fat,75.084.457,Hard Drinks,2.339.616,OUT027,1985,Medium,Tier 3,Supermarket Type3,44.528.704
DRD15,,Low Fat,99.442.329,Dairy,2.331.642,OUT019,1985,Small,Tier 1,Grocery Store,6.970.926
DRL01,,Regular,13.511.877,Soft Drinks,2.329.958,OUT019,1985,Small,Tier 1,Grocery Store,9.347.832
FDT27,,Regular,69.250.192,Meat,2.329.616,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.515.424
FDL13,,Regular,98.606.543,Breakfast,232.73,OUT019,1985,Small,Tier 1,Grocery Store,932.12
FDX49,,reg,101.338.651,Canned,232.63,OUT027,1985,Medium,Tier 3,Supermarket Type3,5359.69
FDD33,,Low Fat,0,Fruits and Vegetables,2.319.642,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.970.926
DRL01,,Regular,76.798.609,Soft Drinks,2.318.958,OUT027,1985,Medium,Tier 3,Supermarket Type3,84.130.488
FDY38,,Regular,208.662.546,Dairy,231.83,OUT019,1985,Small,Tier 1,Grocery Store,466.06
FDX31,,Regular,14.753.811,Fruits and Vegetables,2.317.958,OUT027,1985,Medium,Tier 3,Supermarket Type3,53.750.034
NCJ54,,Low Fat,59.776.237,Household,2.317.642,OUT027,1985,Medium,Tier 3,Supermarket Type3,53.443.766
FDQ12,,Low Fat,3.523.927,Baking Goods,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.972.226
NCH42,,Low Fat,36.360.386,Household,231.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.580.133
FDN58,,Regular,56.596.985,Snack Foods,2.309.984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.267.936
FDH08,,Low Fat,17.344.679,Fruits and Vegetables,230.801,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.283.123
FDK09,,Low Fat,91.318.935,Snack Foods,2.307.352,OUT027,1985,Medium,Tier 3,Supermarket Type3,84.743.024
FDO03,,Regular,64.577.332,Meat,2.305.352,OUT019,1985,Small,Tier 1,Grocery Store,6.871.056
NCD18,,Low Fat,72.317.217,Household,2.302.668,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.062.838
FDL28,,Regular,0,Frozen Foods,2.300.668,OUT019,1985,Small,Tier 1,Grocery Store,6.911.004
FDQ12,,Low Fat,61.999.648,Baking Goods,230.001,OUT019,1985,Small,Tier 1,Grocery Store,689.103
FDH05,,Regular,90.473.389,Frozen Foods,2.297.984,OUT027,1985,Medium,Tier 3,Supermarket Type3,60.241.584
FDE28,,Regular,232.072.674,Frozen Foods,2.294.668,OUT019,1985,Small,Tier 1,Grocery Store,4.607.336
FDR32,,Regular,150.238.656,Fruits and Vegetables,2.293.694,OUT019,1985,Small,Tier 1,Grocery Store,2.283.694
FDO37,,Low Fat,21.273.161,Breakfast,2.291.326,OUT027,1985,Medium,Tier 3,Supermarket Type3,73.930.432
FDU02,,Low Fat,179.484.411,Dairy,2.289.352,OUT019,1985,Small,Tier 1,Grocery Store,9.161.408
FDP52,,Regular,70.349.402,Frozen Foods,228.601,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.350.432
FDT59,,Low Fat,1.583.438,Breads,2.285.668,OUT027,1985,Medium,Tier 3,Supermarket Type3,32.251.352
FDC47,,Low Fat,208.162.156,Snack Foods,2.281.694,OUT019,1985,Small,Tier 1,Grocery Store,2.283.694
FDO03,,Regular,3.670.437,Meat,2.281.352,OUT027,1985,Medium,Tier 3,Supermarket Type3,93.904.432
FDI50,,Regular,30.693.309,Canned,2.280.352,OUT027,1985,Medium,Tier 3,Supermarket Type3,10.306.584
NCU06,,Low Fat,13.027.716,Household,228.001,OUT019,1985,Small,Tier 1,Grocery Store,1.148.505
FDX35,,Regular,139.913.045,Breads,2.279.036,OUT019,1985,Small,Tier 1,Grocery Store,4.554.072
FDH08,,Low Fat,30.516.069,Fruits and Vegetables,227.801,OUT019,1985,Small,Tier 1,Grocery Store,459.402
FDK09,,Low Fat,160.665.697,Snack Foods,2.275.352,OUT019,1985,Small,Tier 1,Grocery Store,9.161.408
FDX20,,Low Fat,74.517.508,Fruits and Vegetables,227.372,OUT019,1985,Small,Tier 1,Grocery Store,452.744
FDX20,,Low Fat,42.354.152,Fruits and Vegetables,227.272,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.017.532
FDT12,,Regular,49.381.406,Baking Goods,2.268.062,OUT027,1985,Medium,Tier 3,Supermarket Type3,47.398.302
FDR32,,Regular,85.392.428,Fruits and Vegetables,2.267.694,OUT027,1985,Medium,Tier 3,Supermarket Type3,61.659.738
FDB23,,Regular,978.492,Starchy Foods,2.259.062,OUT019,1985,Small,Tier 1,Grocery Store,4.514.124
DRE60,,low fat,278.974.075,Soft Drinks,225.372,OUT019,1985,Small,Tier 1,Grocery Store,679.116
FDY56,,Regular,109.274.313,Fruits and Vegetables,2.253.062,OUT019,1985,Small,Tier 1,Grocery Store,6.771.186
FDK52,,Low Fat,0,Frozen Foods,2.253.062,OUT027,1985,Medium,Tier 3,Supermarket Type3,42.884.178
FDC08,,Regular,102.949.031,Fruits and Vegetables,225.272,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.753.812
FDA55,,Regular,99.780.431,Fruits and Vegetables,2.252.088,OUT019,1985,Small,Tier 1,Grocery Store,4.474.176
DRI59,,Low Fat,40.636.926,Hard Drinks,2.246.088,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.474.176
NCR53,,Low Fat,144.338.493,Health and Hygiene,2.244.404,OUT027,1985,Medium,Tier 3,Supermarket Type3,69.762.524
FDB23,,Regular,5.561.538,Starchy Foods,2.240.062,OUT027,1985,Medium,Tier 3,Supermarket Type3,38.370.054
FDS11,,Regular,97.275.777,Breads,2.239.088,OUT019,1985,Small,Tier 1,Grocery Store,2.237.088
FDJ55,,Regular,23.417.004,Meat,2.238.404,OUT027,1985,Medium,Tier 3,Supermarket Type3,72.012.928
NCR53,,Low Fat,253.947.823,Health and Hygiene,2.238.404,OUT019,1985,Small,Tier 1,Grocery Store,6.751.212
FDA55,,Regular,56.713.056,Fruits and Vegetables,2.238.088,OUT027,1985,Medium,Tier 3,Supermarket Type3,5592.72
FDY56,,Regular,62.109.174,Fruits and Vegetables,2.237.062,OUT027,1985,Medium,Tier 3,Supermarket Type3,49.655.364
FDB57,,Regular,1.871.404,Fruits and Vegetables,2.234.772,OUT027,1985,Medium,Tier 3,Supermarket Type3,71.160.704
FDX36,,Regular,224.607.399,Baking Goods,2.231.404,OUT019,1985,Small,Tier 1,Grocery Store,4.500.808
FDA16,,Low Fat,33.777.629,Frozen Foods,2.228.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,70.734.592
FDN45,,Low Fat,117.530.851,Snack Foods,2.227.088,OUT027,1985,Medium,Tier 3,Supermarket Type3,40.267.584
FDS11,,Regular,55.289.464,Breads,2.225.088,OUT027,1985,Medium,Tier 3,Supermarket Type3,71.586.816
FDW26,,Regular,106.538.757,Dairy,2.223.772,OUT027,1985,Medium,Tier 3,Supermarket Type3,15.566.404
FDG32,,low fat,17.514.326,Fruits and Vegetables,2.223.772,OUT027,1985,Medium,Tier 3,Supermarket Type3,95.622.196
NCI18,,Low Fat,13.956.116,Household,2.223.746,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.609.365
FDG32,,Low Fat,308.145.448,Fruits and Vegetables,2.220.772,OUT019,1985,Small,Tier 1,Grocery Store,8.895.088
FDW22,,Regular,30.143.704,Snack Foods,2.220.114,OUT027,1985,Medium,Tier 3,Supermarket Type3,62.079.192
NCW42,,Low Fat,102.371.638,Household,2.212.456,OUT019,1985,Small,Tier 1,Grocery Store,6.631.368
FDY51,,Low Fat,80.741.927,Meat,2.208.798,OUT027,1985,Medium,Tier 3,Supermarket Type3,61.706.344
NCW42,,Low Fat,58.185.842,Household,2.208.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,41.998.664
FDW26,,Regular,187.443.314,Dairy,2.204.772,OUT019,1985,Small,Tier 1,Grocery Store,4.447.544
FDZ49,,Regular,132.500.853,Canned,2.203.798,OUT027,1985,Medium,Tier 3,Supermarket Type3,52.891.152
FDQ07,,Regular,86.983.591,Fruits and Vegetables,2.198.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,15.473.192
FDV25,,Low Fat,79.931.185,Canned,2.197.456,OUT019,1985,Small,Tier 1,Grocery Store,8.841.824
DRJ39,,Low Fat,36.150.153,Dairy,2.195.482,OUT027,1985,Medium,Tier 3,Supermarket Type3,56.952.532
FDA26,,Regular,129.425.145,Dairy,2.193.482,OUT019,1985,Small,Tier 1,Grocery Store,2.190.482
FDP23,,Low Fat,35.414.528,Breads,2.182.166,OUT027,1985,Medium,Tier 3,Supermarket Type3,37.011.822
FDD39,,Low Fat,122.832.172,Dairy,217.685,OUT019,1985,Small,Tier 1,Grocery Store,432.77
FDP58,,Low Fat,236.616.754,Snack Foods,2.176.482,OUT019,1985,Small,Tier 1,Grocery Store,2.190.482
FDA26,,Regular,73.562.475,Dairy,2.176.482,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.285.723
FDP25,,Low Fat,2.110.482,Canned,2.170.824,OUT027,1985,Medium,Tier 3,Supermarket Type3,67.698.544
